State,Year,Quater,Brands,Transaction_count,percentage
Delhi,2020,3,OnePlus,244532,0.027037516084940427
Delhi,2020,3,Motorola,238737,0.02639677210986874
Delhi,2020,3,Huawei,159503,0.0176359941770249
Delhi,2020,3,Lenovo,131036,0.014488443057375941
Delhi,2020,3,Others,782601,0.08653095351770101
Delhi,2020,4,Xiaomi,2416705,0.24791884831792635
Delhi,2020,4,Samsung,1842707,0.18903498657361206
Delhi,2020,4,Vivo,1673743,0.17170173312017437
Delhi,2020,4,Oppo,1209582,0.12408555300961185
Delhi,2020,4,Apple,518592,0.0532000105047534
Delhi,2020,4,Realme,452392,0.04640885156783445
Delhi,2020,4,OnePlus,256533,0.0263165615644204
Delhi,2020,4,Motorola,246834,0.025321584970324072
Delhi,2020,4,Huawei,168898,0.01732648281159725
Delhi,2020,4,Lenovo,134947,0.013843603097589158
Delhi,2020,4,Others,827035,0.08484178446215662
Delhi,2021,1,Xiaomi,2575350,0.24603977564221985
Delhi,2021,1,Samsung,1963994,0.18763299866917738
Delhi,2021,1,Vivo,1839180,0.17570871321011042
Delhi,2021,1,Oppo,1318743,0.12598801399799947
Delhi,2021,1,Apple,555462,0.05306686308959121
Delhi,2021,1,Realme,511070,0.04882580936085165
Delhi,2021,1,OnePlus,269742,0.025770190910471846
Delhi,2021,1,Motorola,253270,0.024196514639526674
Delhi,2021,1,Huawei,175712,0.0167868992787954
Delhi,2021,1,Lenovo,137068,0.013094989018086005
Delhi,2021,1,Others,867619,0.08288923218317011
Delhi,2021,2,Xiaomi,2731995,0.24430551157640923
Delhi,2021,2,Samsung,2070161,0.1851217671154343
Delhi,2021,2,Vivo,2011494,0.17987553809684048
Delhi,2021,2,Oppo,1432860,0.12813185797096033
Delhi,2021,2,Realme,596308,0.05332415725398672
Delhi,2021,2,Apple,591905,0.05293042404163789
Delhi,2021,2,OnePlus,291216,0.026041655954434615
Delhi,2021,2,Motorola,252565,0.022585334721072256
Delhi,2021,2,Huawei,176234,0.015759522812873707
Delhi,2021,2,Lenovo,134680,0.012043604142434666
Delhi,2021,2,Others,893281,0.0798806263139158
Delhi,2021,3,Xiaomi,2897206,0.2418356634411127
Delhi,2021,3,Vivo,2220413,0.18534237847369892
Delhi,2021,3,Samsung,2149622,0.17943331006411403
Delhi,2021,3,Oppo,1566918,0.13079382483945615
Delhi,2021,3,Realme,707377,0.05904619350435695
Delhi,2021,3,Apple,631640,0.05272427243901346
Delhi,2021,3,OnePlus,331920,0.027706035887463343
Delhi,2021,3,Motorola,250528,0.020912080497753727
Delhi,2021,3,Huawei,172290,0.0143813958877171
Delhi,2021,3,Tecno,148235,0.012373476228543411
Delhi,2021,3,Others,903912,0.0754513687367702
Delhi,2021,4,Xiaomi,3028207,0.23685388498682883
Delhi,2021,4,Vivo,2413197,0.1887503346662102
Delhi,2021,4,Samsung,2238115,0.17505614140555664
Delhi,2021,4,Oppo,1697646,0.1327828812337961
Delhi,2021,4,Realme,840595,0.06574788033001158
Delhi,2021,4,Apple,705541,0.055184512441683216
Delhi,2021,4,OnePlus,369158,0.028874019006616045
Delhi,2021,4,Motorola,250976,0.019630309499467622
Delhi,2021,4,Tecno,176336,0.013792275978173701
Delhi,2021,4,Huawei,166930,0.01305657738088953
Delhi,2021,4,Others,898426,0.07027118307076652
Delhi,2022,1,Xiaomi,3155264,0.2330466127348616
Delhi,2022,1,Vivo,2586749,0.19105630858314565
Delhi,2022,1,Samsung,2320460,0.17138830316155382
Delhi,2022,1,Oppo,1817979,0.1342752454226052
Delhi,2022,1,Realme,964540,0.07124056175561963
Delhi,2022,1,Apple,761100,0.056214559844280275
Delhi,2022,1,OnePlus,404741,0.02989401808689245
Delhi,2022,1,Motorola,252427,0.018644163313378186
Delhi,2022,1,Tecno,206904,0.01528185164895673
Delhi,2022,1,Huawei,164421,0.01214407324156669
Delhi,2022,1,Others,904612,0.06681430220713976
Goa,2018,1,Xiaomi,23388,0.2543943612948138
Goa,2018,1,Samsung,19288,0.2097981204316046
Goa,2018,1,Vivo,8719,0.09483771319178559
Goa,2018,1,Oppo,6969,0.07580273233553776
Goa,2018,1,Apple,5957,0.0647950748346676
Goa,2018,1,OnePlus,5457,0.05935650887573964
Goa,2018,1,Motorola,4236,0.04607553080403759
Goa,2018,1,Realme,4094,0.04453097807170205
Goa,2018,1,Lenovo,2542,0.027649669335189697
Goa,2018,1,Huawei,1595,0.01734902540898016
Goa,2018,1,Others,9691,0.10541028541594152
Goa,2018,2,Xiaomi,31481,0.2576734820829309
Goa,2018,2,Samsung,25483,0.20857956684728338
Goa,2018,2,Vivo,12317,0.10081523073649058
Goa,2018,2,Oppo,9547,0.07814264900879074
Goa,2018,2,Apple,7433,0.06083945847725375
Goa,2018,2,OnePlus,6696,0.054807078429125675
Goa,2018,2,Motorola,5508,0.04508324193363564
Goa,2018,2,Realme,5427,0.044420253081670406
Goa,2018,2,Lenovo,3352,0.027436279404783343
Goa,2018,2,Huawei,2237,0.01830995138081752
Goa,2018,2,Others,12693,0.10389280861721807
Goa,2018,3,Xiaomi,39803,0.2587937738130844
Goa,2018,3,Samsung,32023,0.2082092560564882
Goa,2018,3,Vivo,16778,0.10908830834449487
Goa,2018,3,Oppo,12470,0.08107826946333598
Goa,2018,3,Apple,8815,0.05731394910339267
Goa,2018,3,OnePlus,7931,0.05156629952796453
Goa,2018,3,Realme,6878,0.044719834592528054
Goa,2018,3,Motorola,6674,0.04339345392127541
Goa,2018,3,Lenovo,3860,0.025097202897231507
Goa,2018,3,Huawei,3053,0.01985019700654088
Goa,2018,3,Others,15517,0.10088945527366354
Goa,2018,4,Xiaomi,50867,0.26038904530330176
Goa,2018,4,Samsung,40683,0.20825697466086512
Goa,2018,4,Vivo,22715,0.11627847453288968
Goa,2018,4,Oppo,16672,0.08534425390325058
Goa,2018,4,Apple,10884,0.055715382646531864
Goa,2018,4,OnePlus,9442,0.04833375991809573
Goa,2018,4,Realme,8708,0.04457640133094446
Goa,2018,4,Motorola,8176,0.0418530842078321
Goa,2018,4,Lenovo,4769,0.02441259278218582
Goa,2018,4,Huawei,3965,0.020296902994625034
Goa,2018,4,Others,18469,0.09454312771947786
Goa,2019,1,Xiaomi,62065,0.26061087036850417
Goa,2019,1,Samsung,49562,0.20811078638852498
Goa,2019,1,Vivo,29218,0.12268635157378481
Goa,2019,1,Oppo,20988,0.08812859014410965
Goa,2019,1,Apple,12909,0.05420487755719037
Goa,2019,1,OnePlus,10892,0.04573549665759683
Goa,2019,1,Realme,10545,0.04427844401894589
Goa,2019,1,Motorola,9355,0.03928163525815446
Goa,2019,1,Lenovo,5440,0.022842554335046526
Goa,2019,1,Huawei,5049,0.021200745742215057
Goa,2019,1,Others,22129,0.0929196479559273
Goa,2019,2,Xiaomi,72286,0.2591453359145336
Goa,2019,2,Samsung,58572,0.2099806409980641
Goa,2019,2,Vivo,35425,0.12699863769986378
Goa,2019,2,Oppo,25325,0.0907901340790134
Goa,2019,2,Apple,14770,0.05295045529504553
Goa,2019,2,Realme,12215,0.04379077937907794
Goa,2019,2,OnePlus,12033,0.04313830931383093
Goa,2019,2,Motorola,10716,0.03841686384168638
Goa,2019,2,Lenovo,6125,0.02195812719581272
Goa,2019,2,Huawei,5990,0.021474152147415215
Goa,2019,2,Others,25483,0.09135656413565642
Goa,2019,3,Xiaomi,81621,0.25732201744043076
Goa,2019,3,Samsung,66756,0.21045795317692012
Goa,2019,3,Vivo,41691,0.13143691242583402
Goa,2019,3,Oppo,29561,0.09319533156364875
Goa,2019,3,Apple,16481,0.05195873818546379
Goa,2019,3,Realme,14157,0.04463199177790248
Goa,2019,3,OnePlus,13220,0.0416779636437007
Goa,2019,3,Motorola,11738,0.03700574411874121
Goa,2019,3,Huawei,6882,0.02169650119485236
Goa,2019,3,Lenovo,6410,0.02020845287111358
Goa,2019,3,Others,28677,0.0904083936013922
Goa,2019,4,Xiaomi,90791,0.25680109518987626
Goa,2019,4,Samsung,74339,0.2102668393928937
Goa,2019,4,Vivo,48072,0.13597099104501253
Goa,2019,4,Oppo,34061,0.09634107018605782
Goa,2019,4,Apple,17817,0.05039513952922675
Goa,2019,4,Realme,16393,0.0463673751081896
Goa,2019,4,OnePlus,14159,0.0400485368240625
Goa,2019,4,Motorola,12521,0.035415476345369484
Goa,2019,4,Huawei,7674,0.021705803488089245
Goa,2019,4,Lenovo,6696,0.018939543934876932
Goa,2019,4,Others,31023,0.08774812895634514
Goa,2020,1,Xiaomi,100364,0.2560959428425619
Goa,2020,1,Samsung,82358,0.21015054860933913
Goa,2020,1,Vivo,54965,0.14025261546312834
Goa,2020,1,Oppo,38778,0.0989487114059709
Goa,2020,1,Apple,19244,0.04910436335799949
Goa,2020,1,Realme,18803,0.04797907629497321
Goa,2020,1,OnePlus,14926,0.038086246491451904
Goa,2020,1,Motorola,13118,0.033472824700178615
Goa,2020,1,Huawei,8459,0.021584587905077827
Goa,2020,1,Lenovo,7167,0.018287828527685634
Goa,2020,1,Others,33718,0.08603725440163307
Goa,2020,2,Xiaomi,109624,0.25456124503354316
Goa,2020,2,Samsung,90927,0.2111443691816115
Goa,2020,2,Vivo,61868,0.1436655760393276
Goa,2020,2,Oppo,43887,0.10191134569790475
Goa,2020,2,Realme,21236,0.049312765448554355
Goa,2020,2,Apple,20388,0.04734359869867801
Goa,2020,2,OnePlus,15482,0.03595122596885094
Goa,2020,2,Motorola,13908,0.0322961924024531
Goa,2020,2,Huawei,9221,0.021412366274304
Goa,2020,2,Lenovo,7481,0.017371859028095456
Goa,2020,2,Others,36617,0.0850294562266771
Goa,2020,3,Xiaomi,119983,0.2526159987535845
Goa,2020,3,Samsung,101577,0.21386342486346277
Goa,2020,3,Vivo,69991,0.14736126258521734
Goa,2020,3,Oppo,49411,0.1040314804131699
Goa,2020,3,Realme,24328,0.05122093978044559
Goa,2020,3,Apple,21967,0.04625001579073695
Goa,2020,3,OnePlus,16389,0.034505918368206295
Goa,2020,3,Motorola,14656,0.030857205418538747
Goa,2020,3,Huawei,9964,0.02097852038689411
Goa,2020,3,Lenovo,7790,0.016401312104968396
Goa,2020,3,Others,38906,0.08191392153477542
Goa,2020,4,Xiaomi,132099,0.2503847728513374
Goa,2020,4,Samsung,114296,0.21664038333232244
Goa,2020,4,Vivo,78921,0.14958944926305573
Goa,2020,4,Oppo,55468,0.10513586462061018
Goa,2020,4,Realme,28000,0.05307211742585067
Goa,2020,4,Apple,24214,0.04589600897676958
Goa,2020,4,OnePlus,17571,0.033304649117486505
Goa,2020,4,Motorola,15500,0.029379207860738762
Goa,2020,4,Huawei,10821,0.020510477952326075
Goa,2020,4,Lenovo,8172,0.01548947655728756
Goa,2020,4,Others,42522,0.08059759204221507
Goa,2021,1,Xiaomi,142193,0.24944608664380258
Goa,2021,1,Samsung,123133,0.21600954327365862
Goa,2021,1,Vivo,87010,0.15263975019077775
Goa,2021,1,Oppo,60381,0.10592507477611024
Goa,2021,1,Realme,31824,0.055828150903014725
Goa,2021,1,Apple,26139,0.04585507907409194
Goa,2021,1,OnePlus,18577,0.032589226977290865
Goa,2021,1,Motorola,15944,0.027970212355381687
Goa,2021,1,Huawei,11414,0.020023331900672767
Goa,2021,1,Lenovo,8178,0.014346487496381802
Goa,2021,1,Others,45242,0.079367056408817
Goa,2021,2,Xiaomi,152107,0.24972172331252687
Goa,2021,2,Samsung,129938,0.21332575939163298
Goa,2021,2,Vivo,94216,0.15467915272546978
Goa,2021,2,Oppo,64685,0.10619662259114176
Goa,2021,2,Realme,37973,0.06234218674582093
Goa,2021,2,Apple,28049,0.04604945608810289
Goa,2021,2,OnePlus,19803,0.03251158254885028
Goa,2021,2,Motorola,15937,0.026164575623947226
Goa,2021,2,Huawei,11315,0.018576405420403015
Goa,2021,2,Lenovo,7861,0.01290579964735202
Goa,2021,2,Others,47222,0.07752673590475222
Goa,2021,3,Xiaomi,163235,0.2498018235295918
Goa,2021,3,Samsung,135615,0.20753437864407506
Goa,2021,3,Vivo,103139,0.1578356986983096
Goa,2021,3,Oppo,69841,0.10687909551952841
Goa,2021,3,Realme,45087,0.06899754842698383
Goa,2021,3,Apple,29989,0.04589277352178717
Goa,2021,3,OnePlus,22136,0.03387516871780589
Goa,2021,3,Motorola,15824,0.02421578739567042
Goa,2021,3,Huawei,11214,0.017161011113185545
Goa,2021,3,Tecno,7719,0.011812541892516428
Goa,2021,3,Others,49659,0.07599417254054583
Goa,2021,4,Xiaomi,172749,0.24778320601051668
Goa,2021,4,Samsung,141066,0.2023385706376277
Goa,2021,4,Vivo,110824,0.15896083926916799
Goa,2021,4,Oppo,75088,0.10770276744246089
Goa,2021,4,Realme,53598,0.07687850161651687
Goa,2021,4,Apple,33398,0.04790455235248387
Goa,2021,4,OnePlus,24355,0.034933689818095234
Goa,2021,4,Motorola,16068,0.023047198850221894
Goa,2021,4,Huawei,10899,0.01563302341726216
Goa,2021,4,Tecno,9081,0.013025367983499193
Goa,2021,4,Others,50052,0.07179228260214751
Goa,2022,1,Xiaomi,181266,0.24540905570869234
Goa,2022,1,Samsung,146487,0.19832310716625962
Goa,2022,1,Vivo,118448,0.1603621850241258
Goa,2022,1,Oppo,80145,0.10850522861305015
Goa,2022,1,Realme,60870,0.0824095485142724
Goa,2022,1,Apple,36235,0.04905717086273469
Goa,2022,1,OnePlus,26283,0.03558354137671466
Goa,2022,1,Motorola,16125,0.02183101642504752
Goa,2022,1,Huawei,10823,0.014652842838343524
Goa,2022,1,Tecno,10780,0.014594626794543398
Goa,2022,1,Others,51166,0.06927167667621591
Gujarat,2018,1,Xiaomi,655082,0.2435205617148839
Gujarat,2018,1,Samsung,589816,0.21925854111153406
Gujarat,2018,1,Vivo,424397,0.15776558633897983
Gujarat,2018,1,Oppo,297896,0.11074003140464408
Gujarat,2018,1,Apple,124833,0.04640549164921964
Gujarat,2018,1,Realme,107796,0.040072147411496006
Gujarat,2018,1,OnePlus,85786,0.03189013727636087
Gujarat,2018,1,Lenovo,74654,0.02775192115531024
Gujarat,2018,1,Motorola,65692,0.024420382089836316
Gujarat,2018,1,Huawei,32104,0.01193435953559193
Gujarat,2018,1,Others,231992,0.08624084031214313
Gujarat,2018,2,Xiaomi,877057,0.24596187418058935
Gujarat,2018,2,Samsung,771605,0.21638891420638984
Gujarat,2018,2,Vivo,588311,0.16498594294447988
Gujarat,2018,2,Oppo,406366,0.11396128525656755
Gujarat,2018,2,Apple,158941,0.044573415689216384
Gujarat,2018,2,Realme,139735,0.03918728484992954
Gujarat,2018,2,OnePlus,104673,0.029354497206116395
Gujarat,2018,2,Lenovo,94848,0.02659917410416944
Gujarat,2018,2,Motorola,82342,0.02309199133440368
Gujarat,2018,2,Huawei,42387,0.011887010719819397
Gujarat,2018,2,Others,299560,0.08400860950831855
Gujarat,2018,3,Xiaomi,1090580,0.24600383065621248
Gujarat,2018,3,Samsung,952941,0.21495638686695315
Gujarat,2018,3,Vivo,773925,0.1745754686869457
Gujarat,2018,3,Oppo,521622,0.11766308767312335
Gujarat,2018,3,Apple,186759,0.042127518760222624
Gujarat,2018,3,Realme,171742,0.03874011066089535
Gujarat,2018,3,OnePlus,121797,0.02747393915387657
Gujarat,2018,3,Lenovo,107576,0.024266086015397967
Gujarat,2018,3,Motorola,95285,0.021493585985509735
Gujarat,2018,3,Huawei,53733,0.01212063657196195
Gujarat,2018,3,Others,357223,0.08057934896890112
Gujarat,2018,4,Xiaomi,1363826,0.24445531847773094
Gujarat,2018,4,Samsung,1194869,0.2141710760274169
Gujarat,2018,4,Vivo,1025717,0.18385188132725344
Gujarat,2018,4,Oppo,679260,0.12175212939860622
Gujarat,2018,4,Apple,230209,0.041263192233789325
Gujarat,2018,4,Realme,212094,0.03801621784393014
Gujarat,2018,4,OnePlus,145412,0.02606398233387823
Gujarat,2018,4,Lenovo,127399,0.0228352906593249
Gujarat,2018,4,Motorola,112287,0.020126580917147037
Gujarat,2018,4,Huawei,68005,0.012189373082107316
Gujarat,2018,4,Others,419962,0.07527495769881556
Gujarat,2019,1,Xiaomi,1611706,0.24226941425044524
Gujarat,2019,1,Samsung,1419211,0.21333383239113626
Gujarat,2019,1,Vivo,1271697,0.19115973216830393
Gujarat,2019,1,Oppo,837507,0.1258928925751022
Gujarat,2019,1,Apple,266733,0.040094935224702276
Gujarat,2019,1,Realme,248960,0.03742332247431656
Gujarat,2019,1,OnePlus,164369,0.024707720484338603
Gujarat,2019,1,Lenovo,143180,0.02152261934396146
Gujarat,2019,1,Motorola,124721,0.018747888023454513
Gujarat,2019,1,Huawei,81525,0.012254725115354505
Gujarat,2019,1,Others,482927,0.07259291794888445
Gujarat,2019,2,Xiaomi,1819154,0.24016359842606486
Gujarat,2019,2,Samsung,1612210,0.21284297811976666
Gujarat,2019,2,Vivo,1487567,0.19638768549549188
Gujarat,2019,2,Oppo,976688,0.12894175238575536
Gujarat,2019,2,Apple,301303,0.03977783777325538
Gujarat,2019,2,Realme,281975,0.03722616703489075
Gujarat,2019,2,OnePlus,180243,0.023795570617500886
Gujarat,2019,2,Lenovo,158443,0.0209175479510921
Gujarat,2019,2,Motorola,134995,0.017821957332653873
Gujarat,2019,2,Huawei,92218,0.012174563956462646
Gujarat,2019,2,Others,529849,0.06995034090706562
Gujarat,2019,3,Xiaomi,2007322,0.23813629104863882
Gujarat,2019,3,Samsung,1784247,0.21167205007201667
Gujarat,2019,3,Vivo,1706171,0.2024095953886557
Gujarat,2019,3,Oppo,1111618,0.13187549759475847
Gujarat,2019,3,Apple,330663,0.039227817164867444
Gujarat,2019,3,Realme,318122,0.03774003033941494
Gujarat,2019,3,OnePlus,194687,0.02309646389337951
Gujarat,2019,3,Lenovo,161748,0.019188784263080478
Gujarat,2019,3,Motorola,141326,0.016766044246383952
Gujarat,2019,3,Huawei,102241,0.012129241114830545
Gujarat,2019,3,Others,571154,0.0677581848739735
Gujarat,2019,4,Xiaomi,2194279,0.2353417314122709
Gujarat,2019,4,Samsung,1961599,0.21038623848497806
Gujarat,2019,4,Vivo,1944394,0.20854096061058372
Gujarat,2019,4,Oppo,1262789,0.13543717534022345
Gujarat,2019,4,Realme,362885,0.038920294184806
Gujarat,2019,4,Apple,353958,0.03796285183753961
Gujarat,2019,4,OnePlus,206534,0.02215127117176164
Gujarat,2019,4,Lenovo,169920,0.0182243310907925
Gujarat,2019,4,Motorola,147476,0.015817157791582593
Gujarat,2019,4,Huawei,111054,0.011910810175122823
Gujarat,2019,4,Others,608911,0.06530717790033869
Gujarat,2020,1,Xiaomi,2375291,0.23151338670581997
Gujarat,2020,1,Vivo,2206536,0.21506527926401992
Gujarat,2020,1,Samsung,2139753,0.20855611533236912
Gujarat,2020,1,Oppo,1429059,0.13928663430814683
Gujarat,2020,1,Realme,411217,0.040080242943288706
Gujarat,2020,1,Apple,377075,0.03675251170997451
Gujarat,2020,1,OnePlus,216733,0.021124397322649088
Gujarat,2020,1,Lenovo,183981,0.017932145745310137
Gujarat,2020,1,Motorola,152517,0.014865432151349684
Gujarat,2020,1,Huawei,119412,0.011638774589435725
Gujarat,2020,1,Others,648269,0.06318507992763632
Gujarat,2020,2,Xiaomi,2596510,0.22791083765622014
Gujarat,2020,2,Vivo,2517289,0.2209571480998682
Gujarat,2020,2,Samsung,2358840,0.20704915455630762
Gujarat,2020,2,Oppo,1638925,0.14385801310440577
Gujarat,2020,2,Realme,464677,0.04078741245347771
Gujarat,2020,2,Apple,399962,0.0351069991837725
Gujarat,2020,2,OnePlus,225499,0.019793363391876012
Gujarat,2020,2,Lenovo,199446,0.017506539519271055
Gujarat,2020,2,Motorola,159087,0.013963994527352136
Gujarat,2020,2,Huawei,128197,0.011252598932803823
Gujarat,2020,2,Others,704225,0.06181393857464505
Gujarat,2020,3,Vivo,2833786,0.22728751804541714
Gujarat,2020,3,Xiaomi,2792901,0.22400828306603376
Gujarat,2020,3,Samsung,2570866,0.20619967505215617
Gujarat,2020,3,Oppo,1827108,0.14654559042952645
Gujarat,2020,3,Realme,525717,0.04216582061040691
Gujarat,2020,3,Apple,425591,0.03413508362751003
Gujarat,2020,3,OnePlus,236755,0.01898924489528946
Gujarat,2020,3,Lenovo,211958,0.01700036902923175
Gujarat,2020,3,Motorola,164618,0.013203402319582523
Gujarat,2020,3,Huawei,135946,0.010903727002745542
Gujarat,2020,3,Others,742601,0.05956128592210026
Gujarat,2020,4,Vivo,3159752,0.23224585476600385
Gujarat,2020,4,Xiaomi,2998305,0.2203792916577577
Gujarat,2020,4,Samsung,2800655,0.20585176127103727
Gujarat,2020,4,Oppo,2016643,0.14822586623661552
Gujarat,2020,4,Realme,592948,0.04358244415757707
Gujarat,2020,4,Apple,456563,0.03355797043234122
Gujarat,2020,4,OnePlus,249222,0.018318139023724967
Gujarat,2020,4,Lenovo,223106,0.016398579278824432
Gujarat,2020,4,Motorola,170289,0.012516461533135521
Gujarat,2020,4,Huawei,144035,0.010586758609922984
Gujarat,2020,4,Others,793685,0.05833687303305948
Gujarat,2021,1,Vivo,3492512,0.2380696662046393
Gujarat,2021,1,Xiaomi,3197714,0.21797454227727833
Gujarat,2021,1,Samsung,2987011,0.20361181628569516
Gujarat,2021,1,Oppo,2188804,0.14920144516822828
Gujarat,2021,1,Realme,666628,0.04544119116631991
Gujarat,2021,1,Apple,489078,0.03333836396497208
Gujarat,2021,1,OnePlus,264150,0.018005980316733478
Gujarat,2021,1,Lenovo,224880,0.015329111692701208
Gujarat,2021,1,Motorola,174216,0.011875562622979516
Gujarat,2021,1,Huawei,149907,0.010218521640509426
Gujarat,2021,1,Others,835226,0.056933798659943344
Gujarat,2021,2,Vivo,3834323,0.2436659652804614
Gujarat,2021,2,Xiaomi,3362430,0.21367781265114644
Gujarat,2021,2,Samsung,3154317,0.20045251706900255
Gujarat,2021,2,Oppo,2364362,0.15025196077702432
Gujarat,2021,2,Realme,790357,0.050226102840363114
Gujarat,2021,2,Apple,529166,0.033627773190625994
Gujarat,2021,2,OnePlus,293085,0.018625149585526315
Gujarat,2021,2,Lenovo,218253,0.013869678668269872
Gujarat,2021,2,Motorola,173429,0.0110211749747283
Gujarat,2021,2,Huawei,146703,0.009322774347528762
Gujarat,2021,2,Others,869556,0.055259090615322935
Gujarat,2021,3,Vivo,4261214,0.2514471054380244
Gujarat,2021,3,Xiaomi,3544088,0.20913070055097843
Gujarat,2021,3,Samsung,3267319,0.1927990251352456
Gujarat,2021,3,Oppo,2580826,0.15229022230265712
Gujarat,2021,3,Realme,932371,0.0550176520457213
Gujarat,2021,3,Apple,569577,0.0336097853743261
Gujarat,2021,3,OnePlus,345805,0.020405374218707632
Gujarat,2021,3,Lenovo,210237,0.012405733461397136
Gujarat,2021,3,Motorola,172358,0.010170557075773948
Gujarat,2021,3,Tecno,161791,0.009547016093517812
Gujarat,2021,3,Others,901175,0.053176828303650475
Gujarat,2021,4,Vivo,4645259,0.25608950471412717
Gujarat,2021,4,Xiaomi,3700589,0.2040105845896961
Gujarat,2021,4,Samsung,3390165,0.18689715164411044
Gujarat,2021,4,Oppo,2791203,0.15387684385877856
Gujarat,2021,4,Realme,1116664,0.061560815164901694
Gujarat,2021,4,Apple,635160,0.03501587528579677
Gujarat,2021,4,OnePlus,397948,0.021938562784546024
Gujarat,2021,4,Lenovo,199946,0.011022866993976196
Gujarat,2021,4,Tecno,187064,0.010312692383749428
Gujarat,2021,4,Motorola,174499,0.00961999373621804
Gujarat,2021,4,Others,900704,0.049655108844099585
Gujarat,2022,1,Vivo,4996272,0.259340283786706
Gujarat,2022,1,Xiaomi,3842766,0.19946552648973176
Gujarat,2022,1,Samsung,3511762,0.1822841818202392
Gujarat,2022,1,Oppo,2996365,0.15553159424237778
Gujarat,2022,1,Realme,1272108,0.06603100266105187
Gujarat,2022,1,Apple,693504,0.035997544602698925
Gujarat,2022,1,OnePlus,441053,0.022893631528663378
Gujarat,2022,1,Tecno,223305,0.011591038692647314
Gujarat,2022,1,Lenovo,203354,0.010555446955082072
Gujarat,2022,1,Motorola,174739,0.009070135062423587
Gujarat,2022,1,Others,910086,0.04723961415837811
Haryana,2018,1,Xiaomi,444407,0.2405636809777428
Haryana,2018,1,Samsung,394835,0.21372966892701303
Haryana,2018,1,Vivo,256267,0.13872088610918193
Haryana,2018,1,Oppo,192587,0.10425001772802983
Haryana,2018,1,Apple,100085,0.05417740046996872
Haryana,2018,1,Realme,89281,0.04832904522515139
Haryana,2018,1,OnePlus,55486,0.030035342383740664
Haryana,2018,1,Motorola,53420,0.02891698789134964
Haryana,2018,1,Lenovo,34977,0.018933535856902592
Haryana,2018,1,Huawei,29629,0.016038589184440257
Haryana,2018,1,Others,196383,0.10630484524647917
Haryana,2018,2,Xiaomi,599986,0.24517033811004402
Haryana,2018,2,Samsung,516011,0.210855905535299
Haryana,2018,2,Vivo,351564,0.1436584599429312
Haryana,2018,2,Oppo,260510,0.10645135850011095
Haryana,2018,2,Apple,127528,0.05211135406242428
Haryana,2018,2,Realme,116691,0.04768306581220086
Haryana,2018,2,Motorola,68775,0.02810330574966462
Haryana,2018,2,OnePlus,67358,0.0275242816239318
Haryana,2018,2,Lenovo,44001,0.017979986278313237
Haryana,2018,2,Huawei,39423,0.016109292949022583
Haryana,2018,2,Others,255374,0.10435265143605747
Haryana,2018,3,Xiaomi,751015,0.24864769477399998
Haryana,2018,3,Samsung,630157,0.208633762835229
Haryana,2018,3,Vivo,451732,0.14956042216952864
Haryana,2018,3,Oppo,328450,0.10874394698976757
Haryana,2018,3,Apple,152459,0.0504764603870086
Haryana,2018,3,Realme,143729,0.0475861128235418
Haryana,2018,3,Motorola,81942,0.02712953723317258
Haryana,2018,3,OnePlus,79279,0.026247865347546914
Haryana,2018,3,Huawei,50399,0.016686211552252386
Haryana,2018,3,Lenovo,49707,0.01645710267322386
Haryana,2018,3,Others,301529,0.09983088321472866
Haryana,2018,4,Xiaomi,948615,0.25009102104121744
Haryana,2018,4,Samsung,785842,0.20717786262822366
Haryana,2018,4,Vivo,591623,0.155974341689166
Haryana,2018,4,Oppo,427382,0.11267416259982985
Haryana,2018,4,Apple,187472,0.049424754928647674
Haryana,2018,4,Realme,179167,0.04723524081623399
Haryana,2018,4,Motorola,98841,0.02605824977544628
Haryana,2018,4,OnePlus,93582,0.024671777202636698
Haryana,2018,4,Huawei,65203,0.01718999261549786
Haryana,2018,4,Lenovo,59641,0.01572363770962851
Haryana,2018,4,Others,355711,0.09377895899347206
Haryana,2019,1,Xiaomi,1136307,0.25035587858993424
Haryana,2019,1,Samsung,934852,0.20597047612270028
Haryana,2019,1,Vivo,732478,0.16138259575783467
Haryana,2019,1,Oppo,527926,0.11631484938530663
Haryana,2019,1,Apple,216144,0.04762174396702893
Haryana,2019,1,Realme,213023,0.04693411228203607
Haryana,2019,1,Motorola,111982,0.02467233942610405
Haryana,2019,1,OnePlus,105006,0.023135358126997928
Haryana,2019,1,Huawei,80507,0.017737636675334952
Haryana,2019,1,Lenovo,67191,0.014803800239139837
Haryana,2019,1,Others,413351,0.09107120942758243
Haryana,2019,2,Xiaomi,1301537,0.2513575626251683
Haryana,2019,2,Samsung,1060392,0.2047867625332414
Haryana,2019,2,Vivo,854882,0.16509792334150247
Haryana,2019,2,Oppo,615320,0.11883283797119754
Haryana,2019,2,Realme,244076,0.047136845479844654
Haryana,2019,2,Apple,243241,0.04697558724070737
Haryana,2019,2,Motorola,122500,0.023657645861456963
Haryana,2019,2,OnePlus,114507,0.022114008609451858
Haryana,2019,2,Huawei,92344,0.017833809383105158
Haryana,2019,2,Lenovo,72976,0.014093390729679047
Haryana,2019,2,Others,456255,0.08811362622464528
Haryana,2019,3,Xiaomi,1453801,0.2513594981250925
Haryana,2019,3,Samsung,1177753,0.20363131060944523
Haryana,2019,3,Vivo,977699,0.16904234483082953
