State,Year,Quater,Pincodes,Registered_Users
Puducherry,2023,2,605013,26451
Puducherry,2023,3,605110,68001
Puducherry,2023,3,605107,50686
Puducherry,2023,3,605008,45621
Puducherry,2023,3,605004,45469
Puducherry,2023,3,605009,37477
Puducherry,2023,3,605011,30844
Puducherry,2023,3,605007,28923
Puducherry,2023,3,605010,27573
Puducherry,2023,3,605001,27546
Puducherry,2023,3,605013,27482
Puducherry,2023,4,605110,70638
Puducherry,2023,4,605107,52708
Puducherry,2023,4,605008,47193
Puducherry,2023,4,605004,47060
Puducherry,2023,4,605009,38756
Puducherry,2023,4,605011,31926
Puducherry,2023,4,605007,30001
Puducherry,2023,4,605010,28512
Puducherry,2023,4,605001,28499
Puducherry,2023,4,605013,28441
Punjab,2018,1,143001,43359
Punjab,2018,1,141008,22225
Punjab,2018,1,140603,18219
Punjab,2018,1,140301,17469
Punjab,2018,1,141001,17181
Punjab,2018,1,147001,16257
Punjab,2018,1,151001,14526
Punjab,2018,1,152116,14095
Punjab,2018,1,141003,13657
Punjab,2018,1,140308,12084
Punjab,2018,2,143001,59405
Punjab,2018,2,141008,30839
Punjab,2018,2,140603,24429
Punjab,2018,2,140301,23138
Punjab,2018,2,141001,22841
Punjab,2018,2,147001,21810
Punjab,2018,2,151001,19252
Punjab,2018,2,141003,18767
Punjab,2018,2,152116,18559
Punjab,2018,2,145001,16592
Punjab,2018,3,143001,76846
Punjab,2018,3,141008,40803
Punjab,2018,3,140603,30767
Punjab,2018,3,141001,28616
Punjab,2018,3,140301,28551
Punjab,2018,3,147001,27232
Punjab,2018,3,141003,24088
Punjab,2018,3,151001,23352
Punjab,2018,3,152116,22303
Punjab,2018,3,145001,21456
Punjab,2018,4,143001,99483
Punjab,2018,4,141008,52833
Punjab,2018,4,140603,38176
Punjab,2018,4,141001,36199
Punjab,2018,4,140301,35509
Punjab,2018,4,147001,34358
Punjab,2018,4,141003,31098
Punjab,2018,4,151001,28272
Punjab,2018,4,145001,27844
Punjab,2018,4,152116,26604
Punjab,2019,1,143001,119228
Punjab,2019,1,141008,64166
Punjab,2019,1,140603,45359
Punjab,2019,1,141001,42727
Punjab,2019,1,140301,42199
Punjab,2019,1,147001,40621
Punjab,2019,1,141003,37255
Punjab,2019,1,145001,33513
Punjab,2019,1,151001,32544
Punjab,2019,1,152116,30355
Punjab,2019,2,143001,142830
Punjab,2019,2,141008,75374
Punjab,2019,2,140603,51976
Punjab,2019,2,141001,51332
Punjab,2019,2,140301,49010
Punjab,2019,2,147001,48451
Punjab,2019,2,141003,43136
Punjab,2019,2,145001,38854
Punjab,2019,2,151001,36490
Punjab,2019,2,144001,35403
Punjab,2019,3,143001,163956
Punjab,2019,3,141008,86040
Punjab,2019,3,141001,59363
Punjab,2019,3,140603,58135
Punjab,2019,3,140301,55421
Punjab,2019,3,147001,55395
Punjab,2019,3,141003,48731
Punjab,2019,3,145001,43993
Punjab,2019,3,144001,41150
Punjab,2019,3,151001,41035
Punjab,2019,4,143001,181854
Punjab,2019,4,141008,95986
Punjab,2019,4,141001,65261
Punjab,2019,4,140603,63297
Punjab,2019,4,147001,60870
Punjab,2019,4,140301,60612
Punjab,2019,4,141003,53849
Punjab,2019,4,145001,48845
Punjab,2019,4,144001,45418
Punjab,2019,4,151001,44790
Punjab,2020,1,143001,202216
Punjab,2020,1,141008,107678
Punjab,2020,1,141001,71885
Punjab,2020,1,140603,68646
Punjab,2020,1,147001,66785
Punjab,2020,1,140301,66070
Punjab,2020,1,141003,59951
Punjab,2020,1,145001,53948
Punjab,2020,1,144001,49899
Punjab,2020,1,151001,48875
Punjab,2020,2,143001,223933
Punjab,2020,2,141008,121221
Punjab,2020,2,141001,78741
Punjab,2020,2,140603,73870
Punjab,2020,2,147001,73497
Punjab,2020,2,140301,70939
Punjab,2020,2,141003,66920
Punjab,2020,2,145001,60258
Punjab,2020,2,144001,54721
Punjab,2020,2,141007,54075
Punjab,2020,3,143001,247481
Punjab,2020,3,141008,134739
Punjab,2020,3,141001,85126
Punjab,2020,3,147001,80029
Punjab,2020,3,140603,79903
Punjab,2020,3,140301,77135
Punjab,2020,3,141003,73781
Punjab,2020,3,145001,65997
Punjab,2020,3,141007,60291
Punjab,2020,3,144001,59885
Punjab,2020,4,143001,271907
Punjab,2020,4,141008,148538
Punjab,2020,4,141001,92089
Punjab,2020,4,147001,86847
Punjab,2020,4,140603,86818
Punjab,2020,4,140301,83566
Punjab,2020,4,141003,80862
Punjab,2020,4,145001,71859
Punjab,2020,4,141007,66530
Punjab,2020,4,144001,65000
Punjab,2021,1,143001,293006
Punjab,2021,1,141008,160672
Punjab,2021,1,141001,98982
Punjab,2021,1,140603,93273
Punjab,2021,1,147001,93261
Punjab,2021,1,140301,89916
Punjab,2021,1,141003,87313
Punjab,2021,1,145001,77208
Punjab,2021,1,141007,72244
Punjab,2021,1,144001,69853
Punjab,2021,2,143001,313340
Punjab,2021,2,141008,172469
Punjab,2021,2,141001,105913
Punjab,2021,2,147001,99727
Punjab,2021,2,140603,99698
Punjab,2021,2,140301,96091
Punjab,2021,2,141003,93638
Punjab,2021,2,145001,82752
Punjab,2021,2,141007,77652
Punjab,2021,2,144001,74733
Punjab,2021,3,143001,335748
Punjab,2021,3,141008,185668
Punjab,2021,3,141001,113616
Punjab,2021,3,147001,106847
Punjab,2021,3,140603,106702
Punjab,2021,3,140301,102934
Punjab,2021,3,141003,100724
Punjab,2021,3,145001,88761
Punjab,2021,3,141007,83818
Punjab,2021,3,144001,80134
Punjab,2021,4,143001,357742
Punjab,2021,4,141008,198843
Punjab,2021,4,141001,121266
Punjab,2021,4,147001,113889
Punjab,2021,4,140603,113615
Punjab,2021,4,140301,109619
Punjab,2021,4,141003,107724
Punjab,2021,4,145001,94773
Punjab,2021,4,141007,90040
Punjab,2021,4,144001,85478
Punjab,2022,1,143001,378399
Punjab,2022,1,141008,211333
Punjab,2022,1,141001,128376
Punjab,2022,1,147001,120433
Punjab,2022,1,140603,120123
Punjab,2022,1,140301,115842
Punjab,2022,1,141003,114354
Punjab,2022,1,145001,100381
Punjab,2022,1,141007,95916
Punjab,2022,1,144001,90415
Punjab,2022,2,143001,397926
Punjab,2022,2,141008,223136
Punjab,2022,2,141001,135133
Punjab,2022,2,147001,126600
Punjab,2022,2,140603,126324
Punjab,2022,2,140301,121762
Punjab,2022,2,141003,120731
Punjab,2022,2,145001,105746
Punjab,2022,2,141007,101491
Punjab,2022,2,144001,95113
Punjab,2022,3,143001,418302
Punjab,2022,3,141008,235576
Punjab,2022,3,141001,142144
Punjab,2022,3,147001,132932
Punjab,2022,3,140603,132797
Punjab,2022,3,140301,127787
Punjab,2022,3,141003,127410
Punjab,2022,3,145001,111293
Punjab,2022,3,141007,107341
Punjab,2022,3,144001,100011
Punjab,2022,4,143001,438058
Punjab,2022,4,141008,247825
Punjab,2022,4,141001,149085
Punjab,2022,4,140603,139073
Punjab,2022,4,147001,138928
Punjab,2022,4,141003,133998
Punjab,2022,4,140301,133738
Punjab,2022,4,145001,116518
Punjab,2022,4,141007,113238
Punjab,2022,4,144001,104885
Punjab,2023,1,143001,456622
Punjab,2023,1,141008,259310
Punjab,2023,1,141001,155573
Punjab,2023,1,140603,144965
Punjab,2023,1,147001,144751
Punjab,2023,1,141003,140056
Punjab,2023,1,140301,139296
Punjab,2023,1,145001,121502
Punjab,2023,1,141007,118808
Punjab,2023,1,144001,109356
Punjab,2023,2,143001,473406
Punjab,2023,2,141008,270095
Punjab,2023,2,141001,161489
Punjab,2023,2,140603,150206
Punjab,2023,2,147001,150119
Punjab,2023,2,141003,145745
Punjab,2023,2,140301,144358
Punjab,2023,2,145001,126098
Punjab,2023,2,141007,124029
Punjab,2023,2,144001,113407
Punjab,2023,3,143001,491581
Punjab,2023,3,141008,280721
Punjab,2023,3,141001,167486
Punjab,2023,3,140603,155847
Punjab,2023,3,147001,155727
Punjab,2023,3,141003,151376
Punjab,2023,3,140301,149749
Punjab,2023,3,145001,131029
Punjab,2023,3,141007,129075
Punjab,2023,3,144001,117565
Punjab,2023,4,143001,508232
Punjab,2023,4,141008,291098
Punjab,2023,4,141001,173287
Punjab,2023,4,140603,161077
Punjab,2023,4,147001,160895
Punjab,2023,4,141003,157030
Punjab,2023,4,140301,154665
Punjab,2023,4,145001,135470
Punjab,2023,4,141007,134146
Punjab,2023,4,144001,121534
Rajasthan,2018,1,302012,68098
Rajasthan,2018,1,302020,50344
Rajasthan,2018,1,302029,49859
Rajasthan,2018,1,302015,47908
Rajasthan,2018,1,311001,46853
Rajasthan,2018,1,302017,45661
Rajasthan,2018,1,301001,39681
Rajasthan,2018,1,302001,39025
Rajasthan,2018,1,335001,36679
Rajasthan,2018,1,313001,36182
Rajasthan,2018,2,302012,89071
Rajasthan,2018,2,302020,65233
Rajasthan,2018,2,302029,64493
Rajasthan,2018,2,311001,61741
Rajasthan,2018,2,302015,61369
Rajasthan,2018,2,302017,58627
Rajasthan,2018,2,301001,52321
Rajasthan,2018,2,302001,51641
Rajasthan,2018,2,335001,48196
Rajasthan,2018,2,313001,46898
Rajasthan,2018,3,302012,107088
Rajasthan,2018,3,302020,79083
Rajasthan,2018,3,302029,77899
Rajasthan,2018,3,302015,73697
Rajasthan,2018,3,311001,73337
Rajasthan,2018,3,302017,70843
Rajasthan,2018,3,301001,62988
Rajasthan,2018,3,302001,62534
Rajasthan,2018,3,335001,57250
Rajasthan,2018,3,302013,55784
Rajasthan,2018,4,302012,128747
Rajasthan,2018,4,302020,94293
Rajasthan,2018,4,302029,93316
Rajasthan,2018,4,302015,87634
Rajasthan,2018,4,311001,87612
Rajasthan,2018,4,302017,84185
Rajasthan,2018,4,301001,75902
Rajasthan,2018,4,302001,75261
Rajasthan,2018,4,335001,70925
Rajasthan,2018,4,302013,67335
Rajasthan,2019,1,302012,152051
Rajasthan,2019,1,302029,110968
Rajasthan,2019,1,302020,109680
Rajasthan,2019,1,311001,105316
Rajasthan,2019,1,302015,100778
Rajasthan,2019,1,302017,97262
Rajasthan,2019,1,301001,89896
Rajasthan,2019,1,302001,89061
Rajasthan,2019,1,335001,82868
Rajasthan,2019,1,302013,79661
Rajasthan,2019,2,302012,168578
Rajasthan,2019,2,302029,122421
Rajasthan,2019,2,302020,120003
Rajasthan,2019,2,311001,118290
Rajasthan,2019,2,302015,109679
Rajasthan,2019,2,302017,105403
Rajasthan,2019,2,302001,104285
Rajasthan,2019,2,301001,101785
Rajasthan,2019,2,335001,92230
Rajasthan,2019,2,313001,90885
Rajasthan,2019,3,302012,185991
Rajasthan,2019,3,302029,134500
Rajasthan,2019,3,311001,131583
Rajasthan,2019,3,302020,130651
Rajasthan,2019,3,302015,118374
Rajasthan,2019,3,302001,117686
Rajasthan,2019,3,302017,114314
Rajasthan,2019,3,301001,112490
Rajasthan,2019,3,313001,103927
Rajasthan,2019,3,335001,101510
Rajasthan,2019,4,302012,201766
Rajasthan,2019,4,302029,146384
Rajasthan,2019,4,311001,143656
Rajasthan,2019,4,302020,140229
Rajasthan,2019,4,302001,128922
Rajasthan,2019,4,302015,126802
Rajasthan,2019,4,301001,122776
Rajasthan,2019,4,302017,122407
Rajasthan,2019,4,313001,115454
Rajasthan,2019,4,334001,112040
Rajasthan,2020,1,302012,217583
Rajasthan,2020,1,302029,158044
Rajasthan,2020,1,311001,157136
Rajasthan,2020,1,302020,149472
Rajasthan,2020,1,302001,139859
Rajasthan,2020,1,302015,133707
Rajasthan,2020,1,301001,133372
Rajasthan,2020,1,302017,129853
Rajasthan,2020,1,313001,127121
Rajasthan,2020,1,334001,123837
Rajasthan,2020,2,302012,233663
Rajasthan,2020,2,311001,169810
Rajasthan,2020,2,302029,168150
Rajasthan,2020,2,302020,157169
Rajasthan,2020,2,302001,149077
Rajasthan,2020,2,301001,143723
Rajasthan,2020,2,302015,139198
Rajasthan,2020,2,313001,138209
Rajasthan,2020,2,334001,136562
Rajasthan,2020,2,302017,136122
Rajasthan,2020,3,302012,253003
Rajasthan,2020,3,311001,183544
Rajasthan,2020,3,302029,181754
Rajasthan,2020,3,302020,168113
Rajasthan,2020,3,302001,159231
Rajasthan,2020,3,301001,154881
Rajasthan,2020,3,313001,151034
Rajasthan,2020,3,334001,149863
Rajasthan,2020,3,302015,147454
Rajasthan,2020,3,302017,144656
Rajasthan,2020,4,302012,271971
Rajasthan,2020,4,311001,197187
Rajasthan,2020,4,302029,194929
Rajasthan,2020,4,302020,179165
Rajasthan,2020,4,302001,169285
Rajasthan,2020,4,301001,165747
Rajasthan,2020,4,313001,164021
Rajasthan,2020,4,334001,163859
Rajasthan,2020,4,302015,155888
Rajasthan,2020,4,302017,153346
Rajasthan,2021,1,302012,292147
Rajasthan,2021,1,311001,212281
Rajasthan,2021,1,302029,209507
Rajasthan,2021,1,302020,191909
Rajasthan,2021,1,302001,180996
Rajasthan,2021,1,301001,178156
Rajasthan,2021,1,334001,177076
Rajasthan,2021,1,313001,176646
Rajasthan,2021,1,302015,166517
Rajasthan,2021,1,302017,164063
Rajasthan,2021,2,302012,312285
Rajasthan,2021,2,311001,227209
Rajasthan,2021,2,302029,223910
Rajasthan,2021,2,302020,204686
Rajasthan,2021,2,302001,192943
Rajasthan,2021,2,301001,190560
Rajasthan,2021,2,334001,189777
Rajasthan,2021,2,313001,188708
Rajasthan,2021,2,302015,177498
Rajasthan,2021,2,302017,174826
Rajasthan,2021,3,302012,335006
Rajasthan,2021,3,311001,244096
Rajasthan,2021,3,302029,240131
Rajasthan,2021,3,302020,218927
Rajasthan,2021,3,302001,206038
Rajasthan,2021,3,301001,204447
Rajasthan,2021,3,334001,204021
Rajasthan,2021,3,313001,202038
Rajasthan,2021,3,302015,189635
Rajasthan,2021,3,302017,186862
Rajasthan,2021,4,302012,357814
Rajasthan,2021,4,311001,261008
Rajasthan,2021,4,302029,256592
Rajasthan,2021,4,302020,233202
Rajasthan,2021,4,302001,219208
Rajasthan,2021,4,301001,218321
Rajasthan,2021,4,334001,218086
Rajasthan,2021,4,313001,215569
Rajasthan,2021,4,302015,201866
Rajasthan,2021,4,302017,199101
Rajasthan,2022,1,302012,379201
Rajasthan,2022,1,311001,276732
Rajasthan,2022,1,302029,271894
Rajasthan,2022,1,302020,246589
Rajasthan,2022,1,301001,231537
Rajasthan,2022,1,302001,231535
Rajasthan,2022,1,334001,231262
Rajasthan,2022,1,313001,228203
Rajasthan,2022,1,302015,213355
Rajasthan,2022,1,302017,210495
Rajasthan,2022,2,302012,399537
Rajasthan,2022,2,311001,291700
Rajasthan,2022,2,302029,286572
Rajasthan,2022,2,302020,259218
Rajasthan,2022,2,301001,244138
Rajasthan,2022,2,334001,243611
Rajasthan,2022,2,302001,243317
Rajasthan,2022,2,313001,240292
Rajasthan,2022,2,302015,224395
Rajasthan,2022,2,302017,221344
Rajasthan,2022,3,302012,420931
Rajasthan,2022,3,311001,307471
Rajasthan,2022,3,302029,301977
Rajasthan,2022,3,302020,272359
Rajasthan,2022,3,301001,257331
Rajasthan,2022,3,334001,256340
Rajasthan,2022,3,302001,255437
Rajasthan,2022,3,313001,252805
Rajasthan,2022,3,302015,235747
Rajasthan,2022,3,302017,232516
Rajasthan,2022,4,302012,442071
Rajasthan,2022,4,311001,323050
Rajasthan,2022,4,302029,317257
Rajasthan,2022,4,302020,285618
Rajasthan,2022,4,301001,270375
Rajasthan,2022,4,334001,268334
Rajasthan,2022,4,302001,267759
Rajasthan,2022,4,313001,265014
Rajasthan,2022,4,302015,247217
Rajasthan,2022,4,302017,243904
Rajasthan,2023,1,302012,461897
Rajasthan,2023,1,311001,337956
Rajasthan,2023,1,302029,331769
Rajasthan,2023,1,302020,298297
Rajasthan,2023,1,301001,282869
Rajasthan,2023,1,334001,280477
Rajasthan,2023,1,302001,279611
Rajasthan,2023,1,313001,276547
Rajasthan,2023,1,302015,258169
Rajasthan,2023,1,302017,254674
Rajasthan,2023,2,302012,479744
Rajasthan,2023,2,311001,351000
Rajasthan,2023,2,302029,344591
Rajasthan,2023,2,302020,308962
Rajasthan,2023,2,301001,293892
Rajasthan,2023,2,334001,291407
Rajasthan,2023,2,302001,289431
Rajasthan,2023,2,313001,287049
Rajasthan,2023,2,302015,267121
Rajasthan,2023,2,302017,263717
Rajasthan,2023,3,302012,498043
Rajasthan,2023,3,311001,365520
Rajasthan,2023,3,302029,357851
Rajasthan,2023,3,302020,320466
Rajasthan,2023,3,301001,305791
Rajasthan,2023,3,334001,302841
Rajasthan,2023,3,302001,299989
Rajasthan,2023,3,313001,297717
Rajasthan,2023,3,302015,276962
Rajasthan,2023,3,302017,273466
Rajasthan,2023,4,302012,515213
Rajasthan,2023,4,311001,378300
Rajasthan,2023,4,302029,370502
Rajasthan,2023,4,302020,330864
Rajasthan,2023,4,301001,316700
Rajasthan,2023,4,334001,313023
Rajasthan,2023,4,302001,309686
Rajasthan,2023,4,313001,308034
Rajasthan,2023,4,302015,285803
Rajasthan,2023,4,302017,282421
Sikkim,2018,1,737101,3490
Sikkim,2018,1,737102,2643
Sikkim,2018,1,737132,2313
Sikkim,2018,1,737135,1769
Sikkim,2018,1,737134,1743
Sikkim,2018,1,737126,1175
Sikkim,2018,1,737113,1019
Sikkim,2018,1,737120,994
Sikkim,2018,1,737136,931
Sikkim,2018,1,737103,856
Sikkim,2018,2,737101,4767
Sikkim,2018,2,737102,3632
Sikkim,2018,2,737132,3280
Sikkim,2018,2,737134,2541
Sikkim,2018,2,737135,2447
Sikkim,2018,2,737126,1652
Sikkim,2018,2,737120,1495
Sikkim,2018,2,737113,1414
Sikkim,2018,2,737136,1257
Sikkim,2018,2,737103,1181
Sikkim,2018,3,737101,6302
Sikkim,2018,3,737102,4818
Sikkim,2018,3,737132,4053
Sikkim,2018,3,737134,3387
Sikkim,2018,3,737135,3199
Sikkim,2018,3,737126,2325
Sikkim,2018,3,737120,2052
Sikkim,2018,3,737113,1970
Sikkim,2018,3,737103,1626
Sikkim,2018,3,737136,1612
Sikkim,2018,4,737101,8184
Sikkim,2018,4,737102,6096
Sikkim,2018,4,737132,4951
Sikkim,2018,4,737134,4401
Sikkim,2018,4,737135,4040
Sikkim,2018,4,737126,3058
Sikkim,2018,4,737120,2748
Sikkim,2018,4,737113,2604
Sikkim,2018,4,737103,2161
Sikkim,2018,4,737136,1980
Sikkim,2019,1,737101,9811
Sikkim,2019,1,737102,7390
Sikkim,2019,1,737132,5823
Sikkim,2019,1,737134,5484
Sikkim,2019,1,737135,4863
Sikkim,2019,1,737126,3693
Sikkim,2019,1,737120,3393
Sikkim,2019,1,737113,3139
Sikkim,2019,1,737103,2669
Sikkim,2019,1,737136,2338
Sikkim,2019,2,737101,11751
Sikkim,2019,2,737102,8730
Sikkim,2019,2,737132,6732
Sikkim,2019,2,737134,6641
Sikkim,2019,2,737135,5696
Sikkim,2019,2,737126,4655
Sikkim,2019,2,737120,3941
Sikkim,2019,2,737113,3858
Sikkim,2019,2,737103,3239
Sikkim,2019,2,737121,2827
Sikkim,2019,3,737101,13584
Sikkim,2019,3,737102,9884
Sikkim,2019,3,737134,7809
Sikkim,2019,3,737132,7615
Sikkim,2019,3,737135,6481
Sikkim,2019,3,737126,5557
Sikkim,2019,3,737113,4526
Sikkim,2019,3,737120,4413
Sikkim,2019,3,737103,3643
Sikkim,2019,3,737121,3356
Sikkim,2019,4,737101,15223
Sikkim,2019,4,737102,11002
Sikkim,2019,4,737134,8964
Sikkim,2019,4,737132,8456
Sikkim,2019,4,737135,7240
Sikkim,2019,4,737126,6464
Sikkim,2019,4,737113,5181
Sikkim,2019,4,737120,4869
Sikkim,2019,4,737103,3999
Sikkim,2019,4,737121,3995
Sikkim,2020,1,737101,17139
Sikkim,2020,1,737102,12201
Sikkim,2020,1,737134,10222
Sikkim,2020,1,737132,9292
Sikkim,2020,1,737135,8051
Sikkim,2020,1,737126,7462
Sikkim,2020,1,737113,5869
Sikkim,2020,1,737120,5305
Sikkim,2020,1,737121,4720
Sikkim,2020,1,737103,4434
Sikkim,2020,2,737101,19227
Sikkim,2020,2,737102,13610
Sikkim,2020,2,737134,11915
Sikkim,2020,2,737132,10447
Sikkim,2020,2,737135,9160
Sikkim,2020,2,737126,8958
Sikkim,2020,2,737113,6822
Sikkim,2020,2,737120,5833
Sikkim,2020,2,737121,5749
Sikkim,2020,2,737103,4938
Sikkim,2020,3,737101,21525
Sikkim,2020,3,737102,15094
Sikkim,2020,3,737134,13624
Sikkim,2020,3,737132,11586
Sikkim,2020,3,737135,10222
Sikkim,2020,3,737126,10158
Sikkim,2020,3,737113,7782
Sikkim,2020,3,737121,6733
Sikkim,2020,3,737120,6342
Sikkim,2020,3,737103,5456
Sikkim,2020,4,737101,23744
Sikkim,2020,4,737102,16577
Sikkim,2020,4,737134,15077
Sikkim,2020,4,737132,12638
Sikkim,2020,4,737126,11350
Sikkim,2020,4,737135,11169
Sikkim,2020,4,737113,8583
Sikkim,2020,4,737121,7474
Sikkim,2020,4,737120,6926
Sikkim,2020,4,737103,5977
Sikkim,2021,1,737101,25663
Sikkim,2021,1,737102,17843
Sikkim,2021,1,737134,16236
Sikkim,2021,1,737132,13649
Sikkim,2021,1,737126,12273
Sikkim,2021,1,737135,12017
Sikkim,2021,1,737113,9258
Sikkim,2021,1,737121,8095
Sikkim,2021,1,737120,7423
Sikkim,2021,1,737103,6443
Sikkim,2021,2,737101,27441
Sikkim,2021,2,737102,19098
Sikkim,2021,2,737134,17409
Sikkim,2021,2,737132,14618
Sikkim,2021,2,737126,13159
Sikkim,2021,2,737135,12879
Sikkim,2021,2,737113,9970
Sikkim,2021,2,737121,8689
Sikkim,2021,2,737120,7948
Sikkim,2021,2,737103,6915
Sikkim,2021,3,737101,29396
Sikkim,2021,3,737102,20468
Sikkim,2021,3,737134,18740
Sikkim,2021,3,737132,15682
Sikkim,2021,3,737126,14145
Sikkim,2021,3,737135,13811
Sikkim,2021,3,737113,10760
Sikkim,2021,3,737121,9361
Sikkim,2021,3,737120,8604
Sikkim,2021,3,737103,7436
Sikkim,2021,4,737101,31343
Sikkim,2021,4,737102,21810
Sikkim,2021,4,737134,20001
Sikkim,2021,4,737132,16715
Sikkim,2021,4,737126,15175
Sikkim,2021,4,737135,14764
Sikkim,2021,4,737113,11524
Sikkim,2021,4,737121,10012
Sikkim,2021,4,737120,9245
Sikkim,2021,4,737103,7965
Sikkim,2022,1,737101,33157
Sikkim,2022,1,737102,23098
Sikkim,2022,1,737134,21281
Sikkim,2022,1,737132,17728
Sikkim,2022,1,737126,16079
Sikkim,2022,1,737135,15654
Sikkim,2022,1,737113,12301
Sikkim,2022,1,737121,10688
Sikkim,2022,1,737120,9820
Sikkim,2022,1,737103,8440
Sikkim,2022,2,737101,34848
Sikkim,2022,2,737102,24299
Sikkim,2022,2,737134,22433
Sikkim,2022,2,737132,18657
Sikkim,2022,2,737126,16979
Sikkim,2022,2,737135,16506
Sikkim,2022,2,737113,13025
Sikkim,2022,2,737121,11289
Sikkim,2022,2,737120,10381
Sikkim,2022,2,737103,8885
Sikkim,2022,3,737101,36580
Sikkim,2022,3,737102,25512
Sikkim,2022,3,737134,23630
Sikkim,2022,3,737132,19633
Sikkim,2022,3,737126,17775
Sikkim,2022,3,737135,17399
Sikkim,2022,3,737113,13634
Sikkim,2022,3,737121,11780
Sikkim,2022,3,737120,10901
Sikkim,2022,3,737103,9349
Sikkim,2022,4,737101,38348
Sikkim,2022,4,737102,26669
Sikkim,2022,4,737134,24659
Sikkim,2022,4,737132,20507
Sikkim,2022,4,737126,18512
Sikkim,2022,4,737135,18170
Sikkim,2022,4,737113,14122
Sikkim,2022,4,737121,12204
Sikkim,2022,4,737120,11369
Sikkim,2022,4,737103,9731
Sikkim,2023,1,737101,39951
Sikkim,2023,1,737102,27829
Sikkim,2023,1,737134,25736
Sikkim,2023,1,737132,21376
Sikkim,2023,1,737126,19329
Sikkim,2023,1,737135,18992
Sikkim,2023,1,737113,14738
Sikkim,2023,1,737121,12726
Sikkim,2023,1,737120,11868
Sikkim,2023,1,737103,10158
Sikkim,2023,2,737101,41406
Sikkim,2023,2,737102,28847
Sikkim,2023,2,737134,26811
Sikkim,2023,2,737132,22234
Sikkim,2023,2,737126,20106
Sikkim,2023,2,737135,19740
Sikkim,2023,2,737113,15390
Sikkim,2023,2,737121,13276
Sikkim,2023,2,737120,12382
Sikkim,2023,2,737103,10586
Sikkim,2023,3,737101,42978
Sikkim,2023,3,737102,29890
Sikkim,2023,3,737134,27814
Sikkim,2023,3,737132,23137
Sikkim,2023,3,737126,20857
Sikkim,2023,3,737135,20546
Sikkim,2023,3,737113,16014
Sikkim,2023,3,737121,13773
Sikkim,2023,3,737120,12857
Sikkim,2023,3,737103,10993
Sikkim,2023,4,737101,44334
Sikkim,2023,4,737102,30867
Sikkim,2023,4,737134,28882
Sikkim,2023,4,737132,23942
Sikkim,2023,4,737126,21605
Sikkim,2023,4,737135,21325
Sikkim,2023,4,737113,16645
Sikkim,2023,4,737121,14283
Sikkim,2023,4,737120,13330
Sikkim,2023,4,737103,11351
Tamil Nadu,2018,1,600100,19254
Tamil Nadu,2018,1,602105,17170
Tamil Nadu,2018,1,641602,17139
Tamil Nadu,2018,1,635109,16386
Tamil Nadu,2018,1,600042,16188
Tamil Nadu,2018,1,600003,16113
Tamil Nadu,2018,1,600119,15020
Tamil Nadu,2018,1,600056,14894
Tamil Nadu,2018,1,600053,13947
Tamil Nadu,2018,1,600097,13934
Tamil Nadu,2018,2,600100,26004
Tamil Nadu,2018,2,641602,24485
Tamil Nadu,2018,2,602105,23885
Tamil Nadu,2018,2,635109,23421
Tamil Nadu,2018,2,600042,21630
Tamil Nadu,2018,2,600003,21275
Tamil Nadu,2018,2,600056,20493
Tamil Nadu,2018,2,600119,19870
Tamil Nadu,2018,2,635126,19632
Tamil Nadu,2018,2,600053,19366
Tamil Nadu,2018,3,600100,32407
Tamil Nadu,2018,3,641602,32062
Tamil Nadu,2018,3,602105,30685
Tamil Nadu,2018,3,635109,30342
Tamil Nadu,2018,3,600042,27281
Tamil Nadu,2018,3,600056,25710
Tamil Nadu,2018,3,635126,25446
Tamil Nadu,2018,3,600119,25310
Tamil Nadu,2018,3,600003,25211
Tamil Nadu,2018,3,600053,24350
Tamil Nadu,2018,4,600100,42866
Tamil Nadu,2018,4,641602,41636
Tamil Nadu,2018,4,602105,40337
Tamil Nadu,2018,4,635109,39553
Tamil Nadu,2018,4,600042,35139
Tamil Nadu,2018,4,600056,34394
Tamil Nadu,2018,4,635126,33327
Tamil Nadu,2018,4,600119,32763
Tamil Nadu,2018,4,600053,32652
Tamil Nadu,2018,4,600003,31780
Tamil Nadu,2019,1,600100,51245
Tamil Nadu,2019,1,641602,49716
Tamil Nadu,2019,1,602105,48656
Tamil Nadu,2019,1,635109,48062
Tamil Nadu,2019,1,600042,41510
Tamil Nadu,2019,1,600056,41450
Tamil Nadu,2019,1,635126,40399
Tamil Nadu,2019,1,600053,39199
Tamil Nadu,2019,1,600119,38537
Tamil Nadu,2019,1,600003,38221
Tamil Nadu,2019,2,600100,59144
Tamil Nadu,2019,2,641602,58046
Tamil Nadu,2019,2,635109,56022
Tamil Nadu,2019,2,602105,55771
Tamil Nadu,2019,2,600003,51153
Tamil Nadu,2019,2,600056,48134
Tamil Nadu,2019,2,635126,47157
Tamil Nadu,2019,2,600042,47069
Tamil Nadu,2019,2,600053,45586
Tamil Nadu,2019,2,600116,43913
Tamil Nadu,2019,3,641602,66075
Tamil Nadu,2019,3,600100,65467
Tamil Nadu,2019,3,635109,63628
Tamil Nadu,2019,3,602105,62631
Tamil Nadu,2019,3,600003,60506
Tamil Nadu,2019,3,600056,54402
Tamil Nadu,2019,3,635126,53597
Tamil Nadu,2019,3,600042,51880
Tamil Nadu,2019,3,600053,50908
